x,y
3.745401188473625,8.664896513423594
9.50714306409916,19.416271427266587
7.319939418114051,15.823400389299106
5.986584841970366,8.998031854738947
1.5601864044243652,3.681029033173706
1.5599452033620265,4.834115549747546
0.5808361216819946,5.117460332847021
8.661761457749352,17.28698247895141
6.011150117432088,11.405313029077801
7.080725777960454,14.157937468751836
0.20584494295802447,3.242494121320197
9.699098521619943,21.055699262559255
8.324426408004218,16.58933240847436
2.1233911067827616,6.2733170797922355
1.8182496720710062,4.830654442838093
1.8340450985343382,6.605380178134455
3.0424224295953772,5.68073867143605
5.247564316322379,10.839804339449222
4.319450186421157,8.854684066577999
2.9122914019804194,3.8975529076966016
6.118528947223795,13.829298448576742
1.3949386065204183,4.311987757400615
2.9214464853521815,6.853119883989285
3.663618432936917,7.85806259912354
4.56069984217036,7.290658200239891
7.851759613930136,15.862228582329555
1.9967378215835974,4.308046610113656
5.142344384136116,9.680134229828994
5.924145688620425,12.525719953908832
0.46450412719997725,2.7371099680290314
6.075448519014383,16.923268840449825
1.7052412368729153,4.759638099409508
0.6505159298527952,2.816132641151119
9.488855372533333,19.82881891353433
9.656320330745594,16.475098230893103
8.08397348116461,17.114919211430788
3.0461376917337066,7.212735803349466
0.9767211400638387,7.87992650509825
6.842330265121569,14.299938600680893
4.4015249373960135,10.406144559459252
1.2203823484477883,3.37134115748509
4.951769101112702,8.56618212698634
0.34388521115218396,3.973416051334409
9.093204020787821,20.69027410694919
2.587799816000169,7.757663526086432
6.62522284353982,12.431670777490162
3.1171107608941098,10.039810143660418
5.200680211778108,8.597658297971655
5.4671027934327965,13.107919774466133
1.8485445552552704,9.0780003621305
9.695846277645586,18.410619905029794
7.7513282336111455,15.370061008016748
9.394989415641891,19.989281561459066
8.948273504276488,17.889595700320577
5.978999788110851,9.856672714089438
9.218742350231167,19.57461065007439
0.884925020519195,0.6452426135861802
1.959828624191452,5.866842109653268
0.45227288910538066,0.06569730974315502
3.2533033076326436,10.606475425300367
3.8867728968948203,7.207039209117166
2.713490317738959,5.782857603066566
8.287375091519294,19.20178461777793
3.567533266935893,5.673337901003876
2.8093450968738076,7.073610062955874
5.426960831582485,14.468207171729826
1.4092422497476265,0.6035180303727978
8.021969807540398,17.413207332145404
0.7455064367977082,3.0107784620922633
9.868869366005173,22.301384475564966
7.722447692966574,13.970993964176984
1.987156815341724,2.3334004045148955
0.05522117123602399,2.1543254737058435
8.154614284548341,17.903197915563055
7.068573438476172,15.638132577644097
7.2900716804098735,16.273039779813697
7.712703466859457,15.065357490561933
0.7404465173409036,2.9454004290038145
3.5846572854427263,8.755459517482816
1.1586905952512971,1.8886783544498587
8.631034258755935,21.993617539801384
6.232981268275579,14.413628378374733
3.308980248526492,5.235353502647687
0.6355835028602363,3.584274222988132
3.109823217156622,5.270283093858601
3.2518332202674705,9.077835648019844
7.29606178338064,17.909314724776088
6.3755747135521315,12.109784790400841
8.872127425763265,20.671007110015175
4.722149251619493,11.269860357111982
1.195942459383017,5.036005238755014
7.13244787222995,19.058481709767793
7.607850486168974,15.724924740332208
5.612771975694963,10.718071622674946
7.70967179954561,14.640314739840175
4.937955963643907,9.24429135735694
5.227328293819941,11.300453168811673
4.275410183585496,10.23312431680428
0.2541912674409519,2.061764133541942
1.0789142699330445,4.812195037938137
